year;state;country;gdp;cpi;lt_r;st_r;gpb_pot;glob_cycle;tbu;ebu;td_att1;td_att2;td_att3;td_att4;td_att5;ed_att1;ed_att2;ed_att3;ed_att4;ed_att5;in;cons;bci;cci;un_r;wage;st_r_1;tfp;epd;rev;pmr;lf_r;epl;hours;emp;brr
2004;FRA;9;28.29754708;4.458378534;4.098333333;2.024908333;-1.08563655;31.96605703;0;0;0;0;0;0;0;0;0;0;0;0;26.8043654;27.67156787;4.613085196;4.60729437;8.81068999;10.20110168;2.024908333;2.453882873;48.43930042;48.99766876;2.59;60.37768141;1;1521.775346;25360825.45;0.694331177
2005;FRA;9;28.31453202;4.475686576;3.41;2.071041667;-0.922690229;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;26.83388359;27.69568463;4.604872267;4.601286136;8.830509922;10.23169506;2.071041667;2.456363375;48.70861562;49.57068285;2.52;60.42299964;1;1526.805898;25540493.7;0.694923257
2006;FRA;9;28.34033196;4.492299066;3.796666667;2.88915;-0.063028041;32.06543975;0;0;0;0;0;0;0;0;0;0;0;0;26.87237922;27.7186473;4.618280289;4.602272893;8.780869115;10.26467525;2.88915;2.473568539;48.36637;50.08634304;2.37;60.4552975;1;1517.172349;25709938.99;0.697752596
2007;FRA;9;28.36419638;4.507069427;4.304166667;3.86405;-0.162445404;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;26.92605638;27.74401939;4.62573935;4.61380057;7.962547666;10.28997517;3.86405;2.470337064;47.94564967;49.62578302;2.24;60.70151275;1;1534.98352;26154892.66;0.699158731
2008;FRA;9;28.3654254;4.534809702;4.234166667;3.618933333;-0.625366694;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;26.93266439;27.74847521;4.602673204;4.578164056;7.337194639;10.31579946;3.618933333;2.456488513;48.45651173;49.85990097;2.23;60.8645165;0.953067258;1534.203884;26504006.23;0.699746906
2009;FRA;9;28.33720297;4.535685523;3.649191667;0.647225;-4.834554882;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;26.83874949;27.75237112;4.565869577;4.58537561;9.080302098;10.32953993;0.647225;2.429611029;52.37879027;49.70043035;2.13;61.25991563;0.922394678;1528.310156;26247921.47;0.696640723
2010;FRA;9;28.35546345;4.550880716;3.1171;0.376258333;-4.552033449;32.19380663;0;0;0;0;0;0;0;0.3558;0;0;0;0;26.85722554;27.77049606;4.605023817;4.594570128;9.211866273;10.35939628;0.376258333;2.4410013;52.40649745;49.84541428;2.12;61.33036906;0.922394678;1531.356439;26305681.1;0.701856844
2011;FRA;9;28.37760953;4.571776843;3.321216667;0.693358333;-2.683556223;32.23300423;0;1.19672;0;0;0;0;0;1.18772;0.10515;0.05508;0.15022;0.25036;26.87862274;27.77626366;4.617532672;4.580484828;9.155686656;10.37672047;0.693358333;2.453580981;51.84449637;50.84724072;2.05;61.14923079;0.922394678;1538.508146;26332771.89;0.701856844
2012;FRA;9;28.38127615;4.591130303;2.536183333;0.049333333;-2.521118499;32.26566272;0.71254;0;0.46823;0.00845;0;0.06317;0;0;0;0;0;0;26.88217939;27.77215603;4.594716233;4.581668565;9.758063565;10.39631108;0.049333333;2.452652887;52.57515797;51.8573439;2.05;61.46112;0.922394678;1533.512965;26384142.2;0.701856844
2013;FRA;9;28.38724168;4.599730372;2.204608333;0.043066667;-1.886644358;32.29866832;0;1.91745;0;0;0;0;0;0.19176;0;0;0;0;26.87489154;27.77818171;4.596934264;4.574344219;10.30308985;10.41140175;0.043066667;2.457372248;53.17363077;52.83188042;2.04;61.46663046;0.922394678;1526.225133;26338394.54;0.707116853
2014;FRA;9;28.39703764;4.604795113;1.666439117;0.209933333;-1.815797398;32.3326372;0;0.98058;0;0;0;0;0;0.76737;0.3612;0.45895;0;0;26.87502359;27.78658794;4.604405043;4.5816618;10.29218455;10.41917148;0.209933333;2.450010678;55.75730529;52.99695981;2.04;61.32256665;0.922394678;1518.880502;26376474.99;0.696640723
2015;FRA;9;28.41874184;4.605170186;0.841872715;-0.019366667;-1.733014077;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.88415454;27.80080608;4.609162374;4.597569684;10.3592922;10.43215451;-0.019366667;2.456689648;55.49359073;52.81298047;2.08;61.28106748;0.922394678;1516.721828;26423750.01;0.696728499
2016;FRA;9;28.43429991;4.607001856;0.467880658;-0.263691667;-1.77597186;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.90924192;27.81710226;4.612046656;4.600227215;10.05676469;10.44663754;-0.263691667;2.46335627;55.41930716;52.72723201;2.08;61.18177364;0.922394678;1513.361955;26583824.98;0.686296257
2017;FRA;9;28.4624117;4.617271767;0.810507828;-0.32905;-1.13458367;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.95770793;27.83259776;4.622492207;4.611956946;9.397228114;10.46646701;-0.32905;2.473768205;54.75351729;53.18287314;2.08;61.13099502;0.922394678;1506.458902;26879600.02;0.691556266
2018;FRA;9;28.48733676;4.635610727;0.784166667;-0.322091667;-0.917683573;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.98526884;27.84125773;4.624101274;4.601703768;9.058941082;10.48462034;-0.322091667;2.479921556;54.62418294;53.05865014;1.9;61.25283747;0.945676275;1506.611031;27122124.99;0.691512378
2019;FRA;9;28.51495806;4.646632314;0.09517614;-0.355591667;-1.687383739;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.01803541;27.85354848;4.608946629;4.603283691;8.517892389;10.50399829;-0.355591667;NaN;54.16685603;52.03663842;NaN;60.9867777;0.945676275;NaN;27220693.66;0.675864015
1977;GBR;10;27.44699972;3.042063675;12.19166667;7.66;-0.65444804;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.7448081;26.78056962;4.61222673;4.61447644;5.593820161;8.106476629;7.66;1.876163734;33.52926611;36.99715597;4.9;64.94458778;0.2;1830.621552;24808999.99;0.637859028
1978;GBR;10;27.48818255;3.121449065;12.02666667;8.51;-1.748083198;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;25.81595412;26.83140169;4.613136471;4.651209188;5.506194824;8.238747523;8.51;1.911271737;33.2570072;35.23637261;4.9;64.88410638;0.2;1810.237974;24939750.02;0.591119547
1979;GBR;10;27.52498704;3.247404648;11.34583333;13;-0.746838957;31.12906084;0;0.2462;0;0;0;0;0;0.08206;0;0;0;0;25.89838114;26.87895374;4.611112653;4.620084389;5.376172458;8.389403188;13;1.930985368;32.29863664;34.91273013;4.9;64.98861291;0.2;1802.323918;25195250;0.589894271
1980;GBR;10;27.5044642;3.412644084;11.92916667;15.12;-0.133661663;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;25.83162053;26.88009015;4.544120594;4.571468813;6.809253601;8.57056028;15.12;1.921691605;34.00894766;37.0464316;4.9;65.19156023;0.2;1757.132461;25086250;0.545796031
1981;GBR;10;27.49655557;3.524828929;13.01166667;12.98;-0.93115388;31.1636005;1.23408;0;0.41137;0;0;0;0;0;0;0;0;0;25.76292257;26.8826783;4.567654395;4.569345225;9.647354698;8.676948746;12.98;1.960107186;35.47037634;38.13766683;4.9;65.20807493;0.2;1700.510128;24430000;0.516502881
1982;GBR;10;27.51630811;3.607335547;11.74083333;11.38;0.611670648;31.16929568;0;0;0;0;0;0;0;0;0;0;0;0;25.81308193;26.89673731;4.573758128;4.601670294;10.71648245;8.765473138;11.38;1.983150003;35.53086398;38.7484831;4.82;64.54433867;0.2;1715.141732;23950750.02;0.36259427
1983;GBR;10;27.55765979;3.652387312;10.25083333;9.59;-0.148797513;31.19290492;0;0;0;0;0;0;0;0;0;0;0;0;25.88289568;26.94142363;4.608341759;4.628625367;11.4713658;8.84472053;9.59;2.034567508;35.10849973;37.8107429;4.82;64.38124522;0.2;1701.62988;23775249.98;0.364054236
1984;GBR;10;27.58009723;3.700815493;10.17333333;9.3;-0.154403152;31.24011575;0;0;0;0;0;0;0;0;0;0;0;0;25.94529594;26.96987441;4.618875011;4.617639265;11.77352116;8.902888556;9.3;2.030036788;34.91373187;37.76436285;4.66;65.68723206;0.2;1717.385805;24285000.01;0.356312394
1985;GBR;10;27.62073439;3.759856795;10.09;11.6;0.488322924;31.27879729;0;0;0;0;0;0;0;0;0;0;0;0;25.9651028;27.01354526;4.618198777;4.596747263;11.3576153;8.981133172;11.6;2.040825647;33.90963117;37.23203262;4.57;65.87035908;0.2;1750.126581;24592500;0.34856081
1986;GBR;10;27.65175468;3.793558551;9.463333333;10.34;0.596902539;31.31138441;0;0;0;0;0;0;0;0;0;0;0;0;25.9522492;27.0795957;4.606509946;4.603991091;11.32442263;9.053961674;10.34;2.060544686;33.5154513;36.2996229;4.32;66.17578319;0.2;1752.943729;24746249.99;0.34586862
1987;GBR;10;27.70427158;3.834210186;9.315;9.23;1.251977784;31.34992528;0;0;0;0;0;0;0;0;0;0;0;0;26.0691202;27.1401615;4.639113215;4.626667292;10.43339396;9.127669693;9.23;2.099995798;32.11310409;35.12713755;3.82;66.7385435;0.2;1742.195213;25238750.01;0.322499945
1988;GBR;10;27.76001222;3.874923551;9.123333333;9.8;2.773027674;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;26.21300902;27.22157058;4.648743592;4.618092055;8.574434508;9.212622639;9.8;2.106870548;30.26870473;34.67372196;3.62;67.46015049;0.2;1782.024067;26069999.99;0.300640658
1989;GBR;10;27.78546604;3.930928097;9.260833333;13.28;2.558818689;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;26.26037961;27.25924414;4.616784347;4.590072504;7.221456258;9.303725284;13.28;2.105550216;29.54867568;34.35120522;3.62;68.07822298;0.2;1770.23332;26748750.02;0.285622686
1990;GBR;10;27.79277425;4.008476566;10.87916667;14.09;0.472039014;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;26.23445013;27.28413949;4.587128365;4.573943975;7.098653391;9.400283349;14.09;2.102358218;29.99906428;33.80717439;3.37;68.17178861;0.2;1755.274724;26871249.97;0.279053516
1991;GBR;10;27.78168859;4.080441656;9.989166667;10.82;-0.888958253;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;26.15163731;27.26130001;4.560098767;4.599958512;8.816840785;9.48209667;10.82;2.10329161;32.0090142;33.69393004;2.92;67.511991;0.2;1752.110995;26162499.98;0.280137344
1992;GBR;10;27.7856888;4.125334229;9.163333333;8.94;-3.411909222;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;26.13532252;27.27515442;4.577932982;4.597744693;9.948345468;9.535763907;8.94;2.130573819;34.44507269;33.08634677;2.91;66.68480227;0.2;1717.304607;25540000;0.291631541
1993;GBR;10;27.81027965;4.150598171;7.6875;5.21;-4.554938303;31.56935883;0;0;0.52052;0.17351;0;0;0;0;0;0;0;0;26.1429022;27.31603636;4.600906727;4.591456422;10.37643121;9.570299873;5.21;2.161004713;34.50552941;31.77350731;2.41;66.34846983;0.2;1710.957619;25302750.03;0.297469577
1994;GBR;10;27.84801781;4.172545678;8.1775;5.15;-3.5323823;31.6064958;0.30308;0;0.10101;0;0;0;0;0;0;0;0;0;26.15872868;27.34919254;4.622075401;4.586729302;9.494322214;9.601102727;5.15;2.182472086;34.09992434;32.27103691;2.03;66.15475072;0.2;1724.837422;25504500.01;0.302990176
1995;GBR;10;27.87301782;4.199163219;8.243333333;6.33;-2.367531937;31.64111413;0;0;0;0;0;0;0;0;0;0;0;0;26.15399647;27.36933942;4.625184474;4.601483591;8.620826955;9.632251834;6.33;2.192121205;33.97789275;33.21497264;1.98;66.21159191;0.2;1727.349895;25818500;0.295815275
1996;GBR;10;27.8976302;4.227281979;8.0325;5.78;-0.940330194;31.67995679;0;0.31611;0;0;0;0;0;0.10537;0;0;0;0;26.19961641;27.4056789;4.610524377;4.619049258;8.098743663;9.661389301;5.78;2.203524009;32.66857138;32.74118557;1.65;66.39042378;0.2;1726.816481;26059750;0.287924365
1997;GBR;10;27.93544968;4.249054656;7.125833333;6.48;0.653693737;31.72128737;0.69109;0;0.40167;0.23379;0.0589;0;0;0;0;0;0;0;26.18380409;27.45534781;4.616064378;4.633881785;6.970443566;9.720171512;6.48;2.227492039;31.77571265;33.36748165;1.74;66.64275455;0.2;1725.938315;26525749.99;0.373047778
1998;GBR;10;27.97125057;4.267096535;5.532583333;6.82;2.362841039;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;26.25771011;27.49706106;4.591138737;4.624249431;6.256286461;9.7537619;6.82;2.249721594;31.5286742;34.84654195;1.49;66.62873462;0.2;1721.757562;26794999.98;0.37004193
1999;GBR;10;28.00496116;4.284474173;4.846083333;5.04;2.890622368;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;26.27992014;27.54083051;4.592467413;4.631081081;5.978491275;9.811254865;5.04;2.270134066;31.74323162;35.50435171;1.42;67.06812949;0.2;1713.296888;27167749.99;0.369600752
2000;GBR;10;28.03875698;4.296234313;4.912916667;5.8;3.485378229;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;26.32260219;27.58519914;4.606577653;4.629668958;5.45914243;9.861747858;5.8;2.286029868;32.1153245;36.41800972;1.23;67.14213984;0.227513228;1697.590679;27483500;0.366142628
2001;GBR;10;28.06806241;4.31144159;5.054333333;4.76;2.037933159;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;26.34562131;27.62009666;4.593383605;4.631765134;5.099952913;9.91113324;4.76;2.29895414;33.04433765;36.22257964;1.2;67.10625734;0.227513228;1700.636673;27711999.98;0.361208605
2002;GBR;10;28.09104385;4.326531192;5.04675;3.86;-0.330270356;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;26.38007899;27.65203869;4.595224163;4.633828502;5.187843008;9.933224889;3.86;2.319240486;34.41617059;35.26251334;1.17;67.29833204;0.233333333;1683.200091;27943749.99;0.369606671
2003;GBR;10;28.12337926;4.340202319;4.884833333;3.56;-1.608050994;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;26.40398437;27.68544301;4.590607429;4.616732748;5.013336924;9.973843462;3.56;2.34234808;35.44478874;35.27689665;0.94;67.35024413;0.233333333;1673.967566;28221250;0.379514742
2004;GBR;10;28.14684025;4.35401052;4.773583333;4.44;-1.481695899;31.96605703;0;0;0;0;0;0;0;0;0;0;0;0;26.41756011;27.71707954;4.616756389;4.615765688;4.754750995;10.02037381;4.44;2.352570211;36.5317819;36.56222948;0.73;67.35327435;0.233333333;1671.265942;28530000.02;0.341361318
2005;GBR;10;28.17814202;4.374686653;4.43875;4.55;-1.254911208;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;26.46521719;27.7423478;4.599226046;4.617878179;4.8310613;10.05148725;4.55;2.367698697;36.92073576;37.19141106;0.73;67.45722298;0.233333333;1674.321211;28849749.99;0.345518864
2006;GBR;10;28.20564374;4.398946604;4.241083333;4.65;-1.188196568;32.06543975;0;0;0;0;0;0;0;0;0;0;0;0;26.4994961;27.75828793;4.608578314;4.61390534;5.424551267;10.10247775;4.65;2.380910417;37.00105828;37.49811423;0.73;68.02584348;0.233333333;1668.553038;29137750.02;0.324685377
2007;GBR;10;28.2296598;4.422531885;4.632083333;5.53;-0.890100191;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;26.5361299;27.78167139;4.624716408;4.61427478;5.332269941;10.15529031;5.53;2.392843272;37.00583632;37.77362555;0.74;67.92451753;0.233333333;1670.42288;29377999.97;0.33513286
2008;GBR;10;28.2268476;4.457140137;4.591416667;4.32;-3.588273865;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;26.48203195;27.77781912;4.594689741;4.572490525;5.686773834;10.16714866;4.32;2.377763062;38.25183381;37.35760776;0.57;68.17065682;0.233333333;1665.029529;29628500;0.338332405
2009;GBR;10;28.18343964;4.476567515;4.545;0.53;-8.61877155;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;26.34947949;27.75009221;4.558388296;4.582370896;7.614309706;10.17011495;0.53;2.348603762;42.17140062;36.6331693;0.56;67.97492628;0.233333333;1642.835205;29156000.03;0.348220321
2010;GBR;10;28.20274615;4.501188464;4.2379;0.5;-6.606915926;32.19380663;0;0.40862;0;0;0;0;0;0.99923;0.77573;0.7145;0.58598;0.17221;26.38441565;27.76248788;4.611336394;4.59582922;7.870640337;10.18495216;0.5;2.358658555;42.06077953;37.77098435;0.55;67.75688038;0.233333333;1647.708875;29228500;0.257113069
2011;GBR;10;28.2180297;4.539024685;3.8322;0.48;-4.566186347;32.23300423;0;0.04261;0;0;0;0;0;0.1374;0.29206;0.15705;0.05769;0.01106;26.37366512;27.76240896;4.616863436;4.566570503;8.110538539;10.20606898;0.48;2.368865518;40.69164906;37.98332036;0.55;67.82734888;0.233333333;1644.341217;29377750.02;0.378665546
2012;GBR;10;28.23271069;4.564431529;2.8646;0.313;-5.4533385;32.26566272;0;-0.08995;0;0;0;0;0;0.02845;0.15625;-0.03904;0.02165;0.01662;26.39317435;27.77825939;4.606846463;4.565877655;7.967645965;10.21034792;0.313;2.365356475;40.50925926;37.15565417;0.54;68.06416254;0.233333333;1659.560861;29697000;0.378665546
2013;GBR;10;28.25388531;4.587089552;3.1912;0.302;-2.930899881;32.29866832;0;0.02402;0;0;0;0;0;0.08298;0.09296;-0.04996;-0.02738;0.00755;26.42722496;27.8047391;4.615924072;4.588930559;7.608269457;10.24365228;0.302;2.368488123;39.54523511;37.94449272;0.54;68.19696178;0.207699096;1670.522691;30043250.02;0.378665546
2014;GBR;10;28.25265081;4.601496474;2.569083333;0.542949167;-3.085981297;32.3326372;0;-0.03963;0;0;0;0;0;0.00824;0.03342;0.01949;-0.02159;-0.00839;26.49107107;27.82738528;4.632563295;4.619813613;6.179976662;10.26735924;0.542949167;2.373826661;41.27022063;37.05466283;0.54;68.27408336;0.207699096;1677.016544;30753499.99;0.378665546
2015;GBR;10;28.28173041;4.605170186;1.901033333;0.574149167;-2.397709085;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.52724049;27.85681715;4.619970043;4.629377234;5.384807313;10.27839591;0.574149167;2.381042219;40.38677031;37.339663;0.54;68.40413477;0.207699096;1674.038613;31284750.01;0.372719596
2016;GBR;10;28.32190574;4.615203854;1.305208333;0.498991667;-1.059553301;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.56300593;27.89265434;4.617256847;4.62084888;4.893376377;10.30530154;0.498991667;2.388737088;39.70257783;37.7748211;0.54;68.59150001;0.207699096;1672.275819;31743500.01;0.360112222
2017;GBR;10;28.35937616;4.640459779;1.235808333;0.358951667;0.028926871;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.57921417;27.91452196;4.638168455;4.611090377;4.402346924;10.33179338;0.358951667;2.394946478;39.10280112;38.22602055;0.54;68.61047797;0.207699096;1673.545711;32056999.98;0.336328421
2018;GBR;10;28.39195778;4.663129272;1.460658333;0.722835833;-0.020809541;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.57849534;27.93023642;4.629505255;4.612064068;4.080516274;10.36381429;0.722835833;2.394219234;38.8163231;38.30204459;0.55;68.86051755;0.207699096;1667.749645;32439250.02;0.33038247
2019;GBR;10;28.42486847;4.680360995;0.941908333;0.80285;-0.555596681;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.57897939;27.9418678;4.600151505;4.603811255;3.847750934;10.39057323;0.80285;NaN;39.09584111;38.32903083;NaN;69.19263969;0.207699096;NaN;32805475.12;0.475009536
1977;IRL;11;NaN;2.957461636;0.093568592;19.30987179;NaN;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.605170186;4.605194203;9.7;NaN;19.30987179;1.914629597;NaN;NaN;5.39;59.46833352;0.3;2202.558134;1111894.69;0.575563078
1978;IRL;11;NaN;3.031032267;0.117704452;19.21368686;NaN;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.632652481;9;NaN;19.21368686;1.981577947;NaN;NaN;5.39;58.69286724;0.3;2182.939151;1124112.863;0.552488501
1979;IRL;11;NaN;3.155329984;0.122031791;19.5684416;NaN;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.602948311;7.8;NaN;19.5684416;2.00952644;NaN;NaN;5.39;59.65237286;0.3;2161.227475;1175797.894;0.717661399
1980;IRL;11;24.74026033;3.32274828;0.143365342;21.59156675;-4.577341802;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.580856071;8;NaN;21.59156675;2.0358086;46.26179387;40.67007893;5.39;58.54569412;0.3;2121.989502;1167578.911;0.723276141
1981;IRL;11;24.76506845;3.508432509;0.150806015;21.2681139;-4.724254856;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.572045531;10.8;NaN;21.2681139;2.063971101;45.783975;40.06086834;5.39;59.71413736;0.3;2090.599124;1170963.834;0.673997275
1982;IRL;11;24.77990131;3.666528645;0.183436126;22.05739761;-4.346400197;31.16929568;3.25155;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.562627615;12.5;NaN;22.05739761;2.080959088;46.88351627;41.54754834;5.39;59.62639819;0.3;2083.274702;1161060.797;0.738681393
1983;IRL;11;24.77259173;3.766222665;0.194511021;22.33055471;-2.609295768;31.19290492;2.71279;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.55100317;13.9;NaN;22.33055471;2.092545793;45.5246798;42.06208859;5.39;60.35163919;0.3;2073.072831;1169779.619;0.601283662
1984;IRL;11;24.80413265;3.848584788;0.196597642;21.90828311;-0.883193296;31.24011575;0.31266;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.605170186;4.564387774;15.5;NaN;21.90828311;2.096504561;42.71348608;41.26661636;5.39;59.8989169;0.3;2055.023365;1152825.686;0.598863891
1985;IRL;11;24.82340877;3.901573382;0.223069009;21.5491218;-0.761701828;31.27879729;0.13156;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.596444873;4.588319931;16.8;NaN;21.5491218;2.125730585;41.89072986;40.59012648;5.39;59.92231651;0.3;2062.086201;1146075.978;0.619751422
1986;IRL;11;24.82764048;3.939129627;0.224645582;21.49462207;-1.063436492;31.31138441;0.56066;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.588926638;4.592135342;16.8;NaN;21.49462207;2.133973266;42.16495396;40.48752999;5.02;59.72257311;0.3;2096.615615;1147215.368;0.583452629
1987;IRL;11;24.86341245;3.97023488;0.223588272;21.74579693;0.573452556;31.34992528;0;1.61744;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.603076479;4.591933145;16.6;NaN;21.74579693;2.124226129;40.71720014;40.96062485;5.02;59.70914034;0.3;2075.950281;1163260.336;0.511808783
1988;IRL;11;24.89294232;3.991355967;0.208893186;22.09837371;3.228875899;31.39266997;0;2.08793;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.615990691;4.607927947;16.2;NaN;22.09837371;2.156156914;38.26058263;41.62470068;4.52;59.1546422;0.3;2084.321047;1163260.336;0.513024451
1989;IRL;11;24.94757063;4.031432494;0.179870925;20.18632468;4.226236038;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;4.637735467;4.618837281;14.7;NaN;20.18632468;2.196793553;33.52613885;38.02319076;4.52;58.19041176;0.3;2091.645468;1163260.336;0.504445403
1990;IRL;11;25.02184461;4.06406735;10.27416667;11.30666667;4.300034132;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;23.44503282;24.32379533;4.608399965;4.616241505;13.20621702;9.579090129;11.30666667;2.221091684;33.76881338;38.19492184;4.52;58.84035037;0.3;2080.135664;1214403.678;0.493194974
1991;IRL;11;25.04095719;4.095670827;9.374166667;10.4275;3.837534797;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;23.37263482;24.34168317;4.581002306;4.605170053;15.00198794;9.642349343;10.4275;2.313194401;35.54144244;39.25135502;4.52;59.04509893;0.3;2045.083077;1211260.269;0.501471121
1992;IRL;11;25.07384322;4.125908986;9.316666667;14.31833333;3.177409484;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;23.37236878;24.37014169;4.597718692;4.603227225;15.34714827;9.707043651;14.31833333;2.336134787;36.55976039;39.73003672;4.52;58.75493452;0.3;1996.689578;1220690.498;0.496707067
1993;IRL;11;25.10041319;4.14049628;7.579166667;9.119166667;2.920256147;31.56935883;0;0;0;0;0;0;0;0;0;0;0;0;23.32019865;24.3987864;4.569391831;4.608553523;16.01368445;9.765007498;9.119166667;2.357270921;36.58205958;39.51445774;4.35;59.31295856;0.3;1970.007761;1239550.951;0.508584995
1994;IRL;11;25.1563759;4.163325683;8.043333333;5.93;3.101994909;31.6064958;0;0;0;0;0;0;0;0;0;0;0;0;23.43207937;24.44150113;4.615314747;4.620988662;15.0511327;9.794491331;5.93;2.348870701;36.07907081;40.16504696;4.35;59.78824185;0.3;1970.269344;1279367.464;0.503057727
1995;IRL;11;25.24835713;4.188260874;8.225833333;6.2475;2.538673449;31.64111413;0;0;0;0;0;0;0;0;0;0;0;0;23.57869157;24.47538754;4.629926211;4.626294162;12.40031173;9.832104533;6.2475;2.3631318;33.68226868;36.89121812;4.12;60.05659958;0.3;1961.898576;1343283.447;0.497182182
1996;IRL;11;25.31955426;4.205646191;7.249166667;5.418333333;3.620701061;31.67995679;0;0;0;0;0;0;0;0;0;0;0;0;23.73002902;24.53830878;4.606482566;4.62925668;12.14177503;9.881071465;5.418333333;2.400759619;32.80921334;37.14747413;4.05;61.08856549;0.3;1953.360809;1391482.385;0.439843381
1997;IRL;11;25.4226729;4.220787039;6.255833333;6.091666667;4.662977015;31.72128737;0;0;0;0;0;0;0;0;0;0;0;0;23.87830265;24.60629521;4.618824236;4.638668387;10.60072249;9.955838585;6.091666667;2.462663452;30.93145374;36.06878288;4.04;62.15552699;0.3;1953.572144;1468155.37;0.460217213
1998;IRL;11;25.50582041;4.244655097;4.746666667;5.425833333;5.110120681;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;24.00378518;24.68112642;4.618257086;4.638647676;7.743410864;10.03698573;5.425833333;2.45730305;29.33463977;35.11996583;3.87;63.96537973;0.3;1952.399114;1593524.999;0.443935871
1999;IRL;11;25.60560553;4.260842607;4.769166667;2.9635;5.789613022;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;24.13564677;24.770983;4.624175797;4.64112186;5.842400721;10.08555472;2.9635;2.500926731;27.5988146;34.77478229;3.99;65.57178997;0.3;1940.970505;1698249.999;0.423149404
2000;IRL;11;25.69607465;4.315242884;5.478333333;4.391766667;6.814194704;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;24.1832214;24.86757696;4.638857993;4.639480626;4.478778001;10.15965895;4.391766667;2.541044395;26.19433367;34.39300155;3.26;66.15777451;0.3;1931.711659;1772850.001;0.39070125
2001;IRL;11;25.74779089;4.362821885;5.019166667;4.261783333;2.112148938;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;24.23954648;24.91590985;4.58570203;4.626487433;4.176687826;10.23219668;4.261783333;2.554366749;27.59937672;32.30956357;3.11;66.3660156;0.3;1922.71506;1822774.998;0.406735771
